Date,VaR
2019-09-26,-0.027764100376857913
2019-09-27,-0.027740261492689773
2019-09-30,-0.027757122031338025
2019-10-01,-0.027742352270714348
2019-10-02,-0.02776732549196543
2019-10-04,-0.028176862594879594
2019-10-07,-0.028065974905778758
2019-10-08,-0.028083201292775056
2019-10-09,-0.02785564540016479
2019-10-10,-0.02762825439091512
2019-10-11,-0.027662291031940456
2019-10-14,-0.028201175144215416
2019-10-15,-0.027905396248701055
2019-10-16,-0.02804381952100146
2019-10-17,-0.028029510474608596
2019-10-18,-0.02797511325866963
2019-10-21,-0.027964002749215917
2019-10-22,-0.027693142759181815
2019-10-23,-0.027684986942521934
2019-10-24,-0.027661202614283145
2019-10-25,-0.02761519998064225
2019-10-28,-0.027512946985543088
2019-10-29,-0.027530686065320432
2019-10-30,-0.027326911664535644
2019-10-31,-0.027289546961850177
2019-11-01,-0.027247745529799465
2019-11-04,-0.027244146819739763
2019-11-05,-0.02730588877892637
2019-11-06,-0.02724675635768747
2019-11-07,-0.027244828705018674
2019-11-08,-0.027250355516305346
2019-11-11,-0.027126621615780555
2019-11-12,-0.027104882778729585
2019-11-13,-0.027094127964644155
2019-11-14,-0.026903196954952798
2019-11-15,-0.026897763301416834
2019-11-18,-0.02684138298568366
2019-11-19,-0.02662506084593433
2019-11-20,-0.026542088559560736
2019-11-21,-0.026535614926857142
2019-11-22,-0.026548449057212316
2019-11-25,-0.026458750562946623
2019-11-26,-0.026527182342155425
2019-11-27,-0.026535371891091192
2019-11-28,-0.026537209461436014
2019-11-29,-0.026516171818896383
2019-12-02,-0.02645329823151721
2019-12-03,-0.02649893417451352
2019-12-04,-0.026470462522296817
2019-12-05,-0.02584979110563201
2019-12-06,-0.025843456236994546
2019-12-09,-0.025516453655066607
2019-12-10,-0.02536954811521881
2019-12-11,-0.02512222809895296
2019-12-12,-0.02511397574551707
2019-12-13,-0.02507307199820193
2019-12-16,-0.025053775816914967
2019-12-17,-0.025144003692702886
2019-12-18,-0.025178438008910887
2019-12-19,-0.024933246030478418
2019-12-20,-0.024933013746770406
2019-12-23,-0.024647666665683115
2019-12-27,-0.024370085990191383
2019-12-30,-0.024358918506592886
2020-01-02,-0.02425382787886674
2020-01-03,-0.02361801046445553
2020-01-06,-0.023647259688174358
2020-01-07,-0.023602653132985183
2020-01-08,-0.023541618389410816
2020-01-09,-0.023541947536166095
2020-01-10,-0.0235462533142293
2020-01-13,-0.023515265361055165
2020-01-14,-0.023516226970412345
2020-01-15,-0.023451206929574905
2020-01-16,-0.023453222700948788
2020-01-17,-0.023231386314429905
2020-01-20,-0.02327458318067297
2020-01-21,-0.02326202049955737
2020-01-22,-0.023268557194173235
2020-01-23,-0.023260998906088685
2020-01-24,-0.023309071675438747
2020-01-27,-0.023266121325163334
2020-01-28,-0.023662843486135045
2020-01-29,-0.02370354391623143
2020-01-30,-0.023705776006387926
2020-01-31,-0.023800662801411396
2020-02-03,-0.023874340150683335
2020-02-04,-0.02376436917802023
2020-02-05,-0.02397639836098707
2020-02-06,-0.02386162783699448
2020-02-07,-0.023773422706776116
2020-02-10,-0.02372942643274669
2020-02-11,-0.02371226732924
2020-02-12,-0.023776549137752245
2020-02-13,-0.02381272498454049
2020-02-14,-0.02371892791606598
2020-02-17,-0.023708119288144456
2020-02-18,-0.023700834882727104
2020-02-19,-0.023701414752104147
2020-02-20,-0.023744478144448408
2020-02-21,-0.023785059407437765
2020-02-24,-0.023809338092253576
2020-02-25,-0.025148813206561
2020-02-26,-0.02539311923867506
2020-02-27,-0.025392462497538952
2020-02-28,-0.026562934830748917
2020-03-02,-0.027316792239002224
2020-03-03,-0.027328305595371867
2020-03-04,-0.027540961274862667
2020-03-05,-0.027514941269662342
2020-03-06,-0.027684732887311863
2020-03-09,-0.02840652535184631
2020-03-10,-0.03228056083194845
2020-03-11,-0.032337205183263606
2020-03-12,-0.03239272396820543
2020-03-13,-0.04114196905904198
2020-03-16,-0.04126510096913263
2020-03-17,-0.04320692892131557
2020-03-18,-0.04318917015296679
2020-03-19,-0.04405198641452326
2020-03-20,-0.04418802878559148
2020-03-23,-0.04459723349985994
2020-03-24,-0.04544443434787377
2020-03-25,-0.04844482243699774
2020-03-26,-0.048879032190880925
2020-03-27,-0.04921123347258291
2020-03-30,-0.04957122267939149
2020-03-31,-0.049565101371379025
2020-04-01,-0.0497187223284648
2020-04-02,-0.05008252925504079
2020-04-03,-0.05008316452600025
2020-04-06,-0.05015120712602166
2020-04-07,-0.05091731624034986
2020-04-08,-0.051297849737705147
2020-04-09,-0.05129880600544982
2020-04-14,-0.051454876322640744
2020-04-15,-0.051450643347180185
2020-04-16,-0.052088407149248735
2020-04-17,-0.052088720764222794
2020-04-20,-0.05247465212500044
2020-04-21,-0.05247672708138077
2020-04-22,-0.052862701128300466
2020-04-23,-0.0529560356353322
2020-04-24,-0.053053914181359595
2020-04-27,-0.05310021545977072
2020-04-28,-0.05323741526781346
2020-04-29,-0.05341618712390387
2020-04-30,-0.0536783690938456
2020-05-01,-0.05379041077310763
2020-05-04,-0.053780721437723875
2020-05-05,-0.05409586668018938
2020-05-06,-0.05425815037578697
2020-05-07,-0.054171860242070574
2020-05-08,-0.054229261282815425
2020-05-11,-0.05418941804253086
2020-05-12,-0.05415714889325008
2020-05-13,-0.0541519083569722
2020-05-14,-0.054275128518361956
2020-05-15,-0.054457243901253984
2020-05-18,-0.054430039961458225
2020-05-19,-0.05508253315766044
2020-05-20,-0.055092769740029336
2020-05-22,-0.055020050584760616
2020-05-25,-0.05501578484075012
2020-05-26,-0.055100766673948545
2020-05-27,-0.05532133289549905
2020-05-28,-0.055244054589485156
2020-05-29,-0.05532197320260117
2020-06-02,-0.055395648873739864
2020-06-03,-0.05575046406825722
2020-06-04,-0.055979719406815086
2020-06-05,-0.05598363295102288
2020-06-08,-0.05616615472588935
2020-06-09,-0.056127802692727366
2020-06-10,-0.05624188715099409
2020-06-11,-0.056264977486111034
2020-06-12,-0.056956486768129554
2020-06-15,-0.05696805497734847
2020-06-16,-0.0568894522038086
2020-06-17,-0.0571802072051282
2020-06-18,-0.05718018447968894
2020-06-19,-0.057186976715104386
2020-06-22,-0.05718374032039503
2020-06-23,-0.057203672219298
2020-06-24,-0.05725604426305
2020-06-25,-0.0575422870228055
2020-06-26,-0.057531459603568404
2020-06-29,-0.05750536824334617
2020-06-30,-0.05751972398495763
2020-07-01,-0.05748815109642148
2020-07-02,-0.05748904122336491
2020-07-03,-0.05758467630064811
2020-07-06,-0.05759501302879501
2020-07-07,-0.057668619615002366
2020-07-08,-0.057675121577152454
2020-07-09,-0.057698221674036175
2020-07-10,-0.0577202720178191
2020-07-13,-0.05775447030114723
2020-07-14,-0.05778881374517938
2020-07-15,-0.05780221183220579
2020-07-16,-0.05790267139547609
2020-07-17,-0.05790198786288461
2020-07-20,-0.05790143780111218
2020-07-21,-0.057902663765706595
2020-07-22,-0.057906083927430504
2020-07-23,-0.05791027146062448
2020-07-24,-0.057910198163380784
2020-07-27,-0.05797782412592621
2020-07-28,-0.05788458274852065
2020-07-29,-0.05788973139665137
2020-07-30,-0.057882956770781036
2020-07-31,-0.05786729546295462
2020-08-03,-0.05767632311767311
2020-08-04,-0.0577968290314561
2020-08-05,-0.05779718087152349
2020-08-06,-0.05775564309117218
2020-08-07,-0.05773348932956238
2020-08-10,-0.05772530174262697
2020-08-11,-0.05773211426016682
2020-08-12,-0.05772827238950109
2020-08-13,-0.05773006852500748
2020-08-14,-0.057674688456559556
2020-08-17,-0.057662789439056665
2020-08-18,-0.05764611833130957
2020-08-19,-0.057591060309325134
2020-08-20,-0.057597455761771416
2020-08-21,-0.05761958129495601
2020-08-24,-0.05761816578467714
2020-08-25,-0.05767749711371215
2020-08-26,-0.05767019960990151
2020-08-27,-0.05766648455959374
2020-08-28,-0.05764765701612446
2020-08-31,-0.057648644144767856
2020-09-01,-0.05765582833884496
2020-09-02,-0.05762788056457315
2020-09-03,-0.057645994030040726
2020-09-04,-0.05769112013556134
2020-09-07,-0.05771252246927377
2020-09-08,-0.0577965436480899
2020-09-09,-0.05781559783473243
2020-09-10,-0.057873384867535786
2020-09-11,-0.057857814937540594
2020-09-14,-0.057847927867004996
2020-09-15,-0.05784796161386901
2020-09-16,-0.05785906851883734
2020-09-17,-0.057871475673901294
2020-09-18,-0.057876722656078086
2020-09-21,-0.05786241118278609
2020-09-22,-0.05835231103412903
2020-09-23,-0.05833404054067745
2020-09-24,-0.05833308816515504
2020-09-25,-0.0583578925332447
2020-09-28,-0.058353949759673354
2020-09-29,-0.05854953287853395
2020-09-30,-0.058341839354452286
2020-10-01,-0.05833852501118737
2020-10-02,-0.05833216332360251
2020-10-05,-0.058290609826444795
2020-10-06,-0.058338094200094795
2020-10-07,-0.058333073003759686
2020-10-08,-0.05805946337277314
2020-10-09,-0.05808308890457098
2020-10-12,-0.058011585400195964
2020-10-13,-0.05802643754851884
2020-10-14,-0.05805539285231718
2020-10-15,-0.05805528933507328
2020-10-16,-0.058155473109389545
2020-10-19,-0.05818679866579203
2020-10-20,-0.058186601943471555
2020-10-21,-0.05817816408038737
2020-10-22,-0.058223138034848215
2020-10-23,-0.058211458244697166
2020-10-26,-0.05822414372840959
2020-10-27,-0.058356300773419925
2020-10-28,-0.05839852055546929
2020-10-29,-0.05869854576863991
2020-10-30,-0.058664689312030484
2020-11-02,-0.058673572615710844
2020-11-03,-0.05874183997247627
2020-11-04,-0.05891561621659107
2020-11-05,-0.05901018683421351
2020-11-06,-0.05905284306968335
2020-11-09,-0.05905210896461159
2020-11-10,-0.059886297368107785
2020-11-11,-0.059940129915194096
2020-11-12,-0.05995240715163974
2020-11-13,-0.05996694185493404
2020-11-16,-0.05996863178448931
2020-11-17,-0.06008847637142272
2020-11-18,-0.06007925899830947
2020-11-19,-0.060080712854380304
2020-11-20,-0.06007248089017269
2020-11-23,-0.060077948255958816
2020-11-24,-0.0600755295330077
2020-11-25,-0.06010628744189508
2020-11-26,-0.06009760932338186
2020-11-27,-0.06003924934204017
2020-11-30,-0.06003423133240823
2020-12-01,-0.060005689138229804
2020-12-02,-0.06003355275435042
2020-12-03,-0.060002032231991145
2020-12-04,-0.06000480165739527
2020-12-07,-0.06001063512902334
2020-12-08,-0.06002202058790905
2020-12-09,-0.06001907057325074
2020-12-10,-0.05995508016938157
2020-12-11,-0.059915137229606175
2020-12-14,-0.05992463533220561
2020-12-15,-0.05994810738379452
2020-12-16,-0.05995556110698692
2020-12-17,-0.05996275918883067
2020-12-18,-0.05996949872727317
2020-12-21,-0.05996867516951508
2020-12-22,-0.060110209932107646
2020-12-23,-0.06012615032364106
2020-12-28,-0.06018090227778976
2020-12-29,-0.060189500507576835
2020-12-30,-0.06020641464183783
2021-01-04,-0.060212255928006185
2021-01-05,-0.060209582152723574
2021-01-06,-0.060209011983503244
2021-01-07,-0.06026644658213419
2021-01-08,-0.06028003996508321
2021-01-11,-0.0602881499170196
2021-01-12,-0.060312698152218416
2021-01-13,-0.06029431904712812
2021-01-14,-0.060294279565231736
2021-01-15,-0.0603122051263234
2021-01-18,-0.06035370196404454
2021-01-19,-0.06033480965803466
2021-01-20,-0.06031996504089793
2021-01-21,-0.06018398026218978
2021-01-22,-0.06016391193103483
2021-01-25,-0.06018302626591492
2021-01-26,-0.060200137037411415
2021-01-27,-0.060188153834402465
2021-01-28,-0.060220825097747954
2021-01-29,-0.06013254519204828
2021-02-01,-0.060143990444014146
2021-02-02,-0.06019295902463332
2021-02-03,-0.060250581835968126
2021-02-04,-0.06025598117671986
2021-02-05,-0.060222422493401984
2021-02-08,-0.060205099962506385
2021-02-09,-0.06020866633278143
2021-02-10,-0.060208980942566846
2021-02-11,-0.06020924521322705
2021-02-12,-0.06020624835444506
2021-02-15,-0.06018847900034772
2021-02-16,-0.060245487984661644
2021-02-17,-0.06023628768888834
2021-02-18,-0.059721225553718324
2021-02-19,-0.05964781224302786
2021-02-22,-0.059665471821806225
2021-02-23,-0.059143797753267814
2021-02-24,-0.05879061296567735
2021-02-25,-0.058794215149497044
2021-02-26,-0.05869939478692196
2021-03-01,-0.05879473572080634
2021-03-02,-0.05878741244502242
2021-03-03,-0.05840761018310341
2021-03-04,-0.05630546010488115
2021-03-05,-0.05625663006074948
2021-03-08,-0.056220344029774195
2021-03-09,-0.05006286579036524
2021-03-10,-0.05001262054018523
2021-03-11,-0.04816215211202888
2021-03-12,-0.048167425731302865
2021-03-15,-0.047261676725056774
2021-03-16,-0.047135397375109855
2021-03-17,-0.04683807230017007
2021-03-18,-0.045892629350648494
2021-03-19,-0.04294799525455181
2021-03-22,-0.0425676400889211
2021-03-23,-0.042216473608420645
2021-03-24,-0.041600536977462785
2021-03-25,-0.04160056115230108
2021-03-26,-0.041372159879242275
2021-03-29,-0.04087984534317131
2021-03-30,-0.04088210847804924
2021-03-31,-0.04077686602555464
2021-04-01,-0.03992210754441339
2021-04-06,-0.03952742093006769
2021-04-07,-0.039543418486255824
2021-04-08,-0.039371703621718185
2021-04-09,-0.03937224003288
2021-04-12,-0.03841674802221568
2021-04-13,-0.03843523213602549
2021-04-14,-0.0379779555052368
2021-04-15,-0.037977825724993274
2021-04-16,-0.03735848942027067
2021-04-19,-0.03728658548456992
2021-04-20,-0.037177458729968305
2021-04-21,-0.03729488472485852
2021-04-22,-0.037141336763533164
2021-04-23,-0.03694646530261145
2021-04-26,-0.03660102303664159
2021-04-27,-0.036401315485342596
2021-04-28,-0.036354365298449015
2021-04-29,-0.03575032618820165
2021-04-30,-0.035558278768366605
2021-05-03,-0.03553691181546297
2021-05-04,-0.035468526580692085
2021-05-05,-0.035529592109042066
2021-05-06,-0.03560017820557123
2021-05-07,-0.03559940574782447
2021-05-10,-0.03532358082556976
2021-05-11,-0.03497454839228645
2021-05-12,-0.03523158923506503
2021-05-14,-0.034261646011169086
2021-05-17,-0.034266563662381636
2021-05-18,-0.03424840862621066
2021-05-19,-0.03423807770163472
2021-05-20,-0.0342665634289114
2021-05-21,-0.03400447932998494
2021-05-25,-0.0340041450507435
2021-05-26,-0.03389712045086049
2021-05-27,-0.033752814181789936
2021-05-28,-0.03317603048812222
2021-05-31,-0.03282158360166166
2021-06-01,-0.03281538136455115
2021-06-02,-0.032506700587573795
2021-06-03,-0.0325044604135325
2021-06-04,-0.032278821777682924
2021-06-07,-0.032227632656579706
2021-06-08,-0.030892540488955046
2021-06-09,-0.03088064158253952
2021-06-10,-0.03087968388861819
2021-06-11,-0.030396834926583738
2021-06-14,-0.030414500610066796
2021-06-15,-0.03038734886800522
2021-06-16,-0.030395112300449043
2021-06-17,-0.030342737907790303
2021-06-18,-0.030279297994237175
2021-06-21,-0.029858869964909832
2021-06-22,-0.029862693590352197
2021-06-23,-0.029849742758577755
2021-06-24,-0.029868706271640486
2021-06-25,-0.029892268067514976
2021-06-28,-0.029890986375337592
2021-06-29,-0.029748782710319367
2021-06-30,-0.0297162514510599
2021-07-01,-0.029603944645960067
2021-07-02,-0.029617594520289486
2021-07-05,-0.02956074065070109
2021-07-06,-0.02950360613199552
2021-07-07,-0.029479123691644772
2021-07-08,-0.02944567238761521
2021-07-09,-0.029612451112315315
2021-07-12,-0.02952639074784227
2021-07-13,-0.029534403629762805
2021-07-14,-0.029533972830032194
2021-07-15,-0.029495562251128437
2021-07-16,-0.029561175020389564
2021-07-19,-0.02954536259853329
2021-07-20,-0.029977855821686845
2021-07-21,-0.029834867377556973
2021-07-22,-0.03001736861369178
2021-07-23,-0.030041734530840195
2021-07-26,-0.030086156338136025
2021-07-27,-0.02973299693407025
2021-07-28,-0.029715319518909263
2021-07-29,-0.029521828883169506
2021-07-30,-0.02952821740473187
2021-08-02,-0.029497058219650374
2021-08-03,-0.029479755375609987
2021-08-04,-0.029476434498181655
2021-08-05,-0.02946795498779035
2021-08-06,-0.029261272617904722
2021-08-09,-0.02924215303506426
2021-08-10,-0.029220018833712034
2021-08-11,-0.02911071500784445
2021-08-12,-0.029118722439475667
2021-08-13,-0.029086353702221266
2021-08-16,-0.029078838320697277
2021-08-17,-0.029020291855421092
2021-08-18,-0.029026580336905295
2021-08-19,-0.028905427530376226
2021-08-20,-0.02910199225220841
2021-08-23,-0.029040252859434554
2021-08-24,-0.029030220067778733
2021-08-25,-0.029021096252868597
2021-08-26,-0.02898823574437273
2021-08-27,-0.028962277630536166
2021-08-30,-0.028886571971718462
2021-08-31,-0.028768717146112677
2021-09-01,-0.02872583046684432
2021-09-02,-0.028593600523113275
2021-09-03,-0.028468738895083123
2021-09-06,-0.028401413786294866
2021-09-07,-0.028374439004054806
2021-09-08,-0.028389489094559836
2021-09-09,-0.028494159909291227
2021-09-10,-0.02848120951424345
2021-09-13,-0.02846895698372277
2021-09-14,-0.02845174344783454
2021-09-15,-0.028389341324662126
2021-09-16,-0.027360165923782955
2021-09-17,-0.027369523501261196
2021-09-20,-0.027409983993320487
2021-09-21,-0.027568553717250647
2021-09-22,-0.02760360803257375
2021-09-23,-0.02724152211223635
2021-09-24,-0.027239111177598332
2021-09-27,-0.02730439409473362
2021-09-28,-0.027303994791307885
2021-09-29,-0.027706934039875144
2021-09-30,-0.027623041203063015
2021-10-01,-0.027604423707406466
2021-10-04,-0.02761031850242083
2021-10-05,-0.027588918011721007
2021-10-06,-0.02764351122016089
2021-10-07,-0.02775577435284686
2021-10-08,-0.027773678269421582
2021-10-11,-0.027778922888917618
2021-10-12,-0.0274833236520636
2021-10-13,-0.02743446212842619
2021-10-14,-0.027467410505092736
2021-10-15,-0.027529224289961105
2021-10-18,-0.027433899159802485
2021-10-19,-0.02746287760098772
2021-10-20,-0.027453579353160795
2021-10-21,-0.027124896207632698
2021-10-22,-0.02699670380238752
2021-10-25,-0.026193659513525903
2021-10-26,-0.026179931891568416
2021-10-27,-0.026189497695917306
2021-10-28,-0.026091714134455723
2021-10-29,-0.025724504962980305
2021-11-01,-0.02555365922739723
2021-11-02,-0.025511287815369182
2021-11-03,-0.025503100536871392
2021-11-04,-0.023597356540515004
2021-11-05,-0.023497300082680778
2021-11-08,-0.023452369651187722
2021-11-09,-0.023401156339501218
2021-11-10,-0.023410878508550163
2021-11-11,-0.023128040730537727
2021-11-12,-0.023124930192841564
2021-11-15,-0.023112683701566196
2021-11-16,-0.023024097483308102
2021-11-17,-0.023005495040154977
2021-11-18,-0.023007051671755187
2021-11-19,-0.022969201320221747
2021-11-22,-0.022986890005617277
2021-11-23,-0.022972117161860785
2021-11-24,-0.023134419555620397
2021-11-25,-0.023042275005836752
2021-11-26,-0.022997486652187548
2021-11-29,-0.024223965164750796
2021-11-30,-0.02424963979505857
2021-12-01,-0.024314656336805632
2021-12-02,-0.024432930066174228
2021-12-03,-0.02452475383223418
2021-12-06,-0.024567573589573104
2021-12-07,-0.024625130127129725
2021-12-08,-0.024891156095676
2021-12-09,-0.02488387551073753
2021-12-10,-0.024873428945016634
2021-12-13,-0.024853293749244096
2021-12-14,-0.02488213172845374
2021-12-15,-0.024910986166473588
2021-12-16,-0.024490260733744162
2021-12-17,-0.02445707576525969
2021-12-20,-0.02431852825842729
2021-12-21,-0.02444726814347496
2021-12-22,-0.024567392401795927
2021-12-23,-0.024620122932239023
2021-12-27,-0.024692635146908677
2021-12-28,-0.024709298794487113
2021-12-29,-0.024607569177184697
2021-12-30,-0.024571635861713913
2022-01-03,-0.02455604121544728
2022-01-04,-0.02448425545167806
2022-01-05,-0.024547025824241807
2022-01-06,-0.02454742167059457
2022-01-07,-0.024623278825697998
2022-01-10,-0.024532950315682516
2022-01-11,-0.024718641631921355
2022-01-12,-0.024757604536336967
2022-01-13,-0.02473891901074769
2022-01-14,-0.024739352567006673
2022-01-17,-0.024771708918036133
2022-01-18,-0.02465411101198286
2022-01-19,-0.024737258738917915
2022-01-20,-0.02464585082091412
2022-01-21,-0.024646494325563012
2022-01-24,-0.024856154573075964
2022-01-25,-0.02597115691629714
2022-01-26,-0.02586440193085378
2022-01-27,-0.026070466122179763
2022-01-28,-0.026057618662670586
2022-01-31,-0.026125707931645658
2022-02-01,-0.0261755852289244
2022-02-02,-0.026284850473302687
2022-02-03,-0.02630340283556207
2022-02-04,-0.026517441327705782
2022-02-07,-0.026712652309069867
2022-02-08,-0.026568997232262512
2022-02-09,-0.02656872474159978
2022-02-10,-0.026752431394217808
2022-02-11,-0.026689556946272227
2022-02-14,-0.026681435594454753
2022-02-15,-0.026965502105437095
2022-02-16,-0.027143302403405022
2022-02-17,-0.027120213353295924
2022-02-18,-0.027183187265152276
2022-02-21,-0.027013042899824417
2022-02-22,-0.0269466232161754
2022-02-23,-0.026946587322359456
2022-02-24,-0.026964440959876598
2022-02-25,-0.027788292724561004
2022-02-28,-0.028507399757061607
2022-03-01,-0.028270389532820253
2022-03-02,-0.028739138762163247
2022-03-03,-0.028757922962526727
2022-03-04,-0.029076434493999333
2022-03-07,-0.030033479678088542
2022-03-08,-0.0301772217616927
2022-03-09,-0.030120612684469264
2022-03-10,-0.03158628866182322
2022-03-11,-0.03167419859227929
2022-03-14,-0.03174191094235358
2022-03-15,-0.03188693785388208
2022-03-16,-0.03190311763937437
2022-03-17,-0.03263015862169871
2022-03-18,-0.03262935677426586
2022-03-21,-0.03262024409771727
2022-03-22,-0.032619976052959236
2022-03-23,-0.032625617816405224
2022-03-24,-0.032713924456638704
2022-03-25,-0.03268503776811665
2022-03-28,-0.03265117171500265
2022-03-29,-0.032655210905847096
2022-03-30,-0.032942991013856955
